athlete_name,gender,course_a,year_a,time_a,course_b,year_b,time_b,delta_seconds,months_between
Almaz Gidey #0222,W,berlin,2021,8250,chicago,2022,8247,-3,12.42
Almaz Gidey #0222,W,berlin,2021,8250,nyc,2022,8257,7,13.34
Almaz Gidey #0222,W,berlin,2021,8250,tokyo,2023,7859,-391,17.25
Almaz Gidey #0222,W,london,2021,8208,chicago,2021,8151,-57,0.23
Almaz Gidey #0222,W,london,2021,8208,nyc,2021,8209,1,1.15
Almaz Gidey #0222,W,london,2021,8208,tokyo,2022,7928,-280,5.06
Almaz Gidey #0222,W,london,2021,8208,boston,2022,8121,-87,6.47
Almaz Gidey #0222,W,london,2021,8208,chicago,2022,8247,39,12.19
Almaz Gidey #0222,W,london,2021,8208,nyc,2022,8257,49,13.11
Almaz Gidey #0222,W,london,2021,8208,tokyo,2023,7859,-349,17.02
Almaz Gidey #0222,W,chicago,2021,8151,nyc,2021,8209,58,0.92
Almaz Gidey #0222,W,chicago,2021,8151,tokyo,2022,7928,-223,4.83
Almaz Gidey #0222,W,chicago,2021,8151,boston,2022,8121,-30,6.24
Almaz Gidey #0222,W,chicago,2021,8151,nyc,2022,8257,106,12.88
Almaz Gidey #0222,W,chicago,2021,8151,tokyo,2023,7859,-292,16.79
Almaz Gidey #0222,W,nyc,2021,8209,tokyo,2022,7928,-281,3.91
Almaz Gidey #0222,W,nyc,2021,8209,boston,2022,8121,-88,5.32
Almaz Gidey #0222,W,nyc,2021,8209,chicago,2022,8247,38,11.04
Almaz Gidey #0222,W,nyc,2021,8209,tokyo,2023,7859,-350,15.87
Almaz Gidey #0222,W,nyc,2021,8209,boston,2023,8360,151,17.28
Almaz Gidey #0222,W,tokyo,2022,7928,boston,2022,8121,193,1.41
Almaz Gidey #0222,W,tokyo,2022,7928,chicago,2022,8247,319,7.13
Almaz Gidey #0222,W,tokyo,2022,7928,nyc,2022,8257,329,8.05
Almaz Gidey #0222,W,tokyo,2022,7928,boston,2023,8360,432,13.37
Almaz Gidey #0222,W,boston,2022,8121,chicago,2022,8247,126,5.72
Almaz Gidey #0222,W,boston,2022,8121,nyc,2022,8257,136,6.64
Almaz Gidey #0222,W,boston,2022,8121,tokyo,2023,7859,-262,10.55
Almaz Gidey #0222,W,chicago,2022,8247,nyc,2022,8257,10,0.92
Almaz Gidey #0222,W,chicago,2022,8247,tokyo,2023,7859,-388,4.83
Almaz Gidey #0222,W,chicago,2022,8247,boston,2023,8360,113,6.24
Almaz Gidey #0222,W,chicago,2022,8247,nyc,2023,8061,-186,12.88
Almaz Gidey #0222,W,nyc,2022,8257,tokyo,2023,7859,-398,3.91
Almaz Gidey #0222,W,nyc,2022,8257,boston,2023,8360,103,5.32
Almaz Gidey #0222,W,nyc,2022,8257,boston,2024,8154,-103,17.28
Almaz Gidey #0222,W,tokyo,2023,7859,boston,2023,8360,501,1.41
Almaz Gidey #0222,W,tokyo,2023,7859,nyc,2023,8061,202,8.05
Almaz Gidey #0222,W,tokyo,2023,7859,boston,2024,8154,295,13.37
Almaz Gidey #0222,W,boston,2023,8360,nyc,2023,8061,-299,6.64
Almaz Gidey #0222,W,boston,2023,8360,chicago,2024,8147,-213,17.9
Almaz Gidey #0222,W,nyc,2023,8061,boston,2024,8154,93,5.32
Almaz Gidey #0222,W,nyc,2023,8061,chicago,2024,8147,86,11.27
Almaz Gidey #0222,W,boston,2024,8154,chicago,2024,8147,-7,5.95
Almaz Keitany #0248,W,tokyo,2015,7985,london,2015,8079,94,2.07
Almaz Keitany #0248,W,tokyo,2015,7985,london,2016,8165,180,14.03
Almaz Keitany #0248,W,london,2015,8079,tokyo,2016,7972,-107,10.12
Almaz Keitany #0248,W,london,2015,8079,berlin,2016,8249,170,17.02
Almaz Keitany #0248,W,london,2015,8079,chicago,2016,8100,21,17.48
Almaz Keitany #0248,W,tokyo,2016,7972,london,2016,8165,193,1.84
Almaz Keitany #0248,W,tokyo,2016,7972,berlin,2016,8249,277,6.9
Almaz Keitany #0248,W,tokyo,2016,7972,chicago,2016,8100,128,7.36
Almaz Keitany #0248,W,tokyo,2016,7972,nyc,2016,8176,204,8.28
Almaz Keitany #0248,W,tokyo,2016,7972,boston,2017,8577,605,13.6
Almaz Keitany #0248,W,tokyo,2016,7972,london,2017,8116,144,13.8
Almaz Keitany #0248,W,london,2016,8165,berlin,2016,8249,84,5.06
Almaz Keitany #0248,W,london,2016,8165,chicago,2016,8100,-65,5.52
Almaz Keitany #0248,W,london,2016,8165,nyc,2016,8176,11,6.44
Almaz Keitany #0248,W,london,2016,8165,tokyo,2017,8023,-142,10.12
Almaz Keitany #0248,W,london,2016,8165,boston,2017,8577,412,11.76
Almaz Keitany #0248,W,london,2016,8165,berlin,2017,8304,139,17.02
Almaz Keitany #0248,W,london,2016,8165,chicago,2017,8220,55,17.48
Almaz Keitany #0248,W,berlin,2016,8249,chicago,2016,8100,-149,0.46
Almaz Keitany #0248,W,berlin,2016,8249,nyc,2016,8176,-73,1.38
Almaz Keitany #0248,W,berlin,2016,8249,tokyo,2017,8023,-226,5.06
Almaz Keitany #0248,W,berlin,2016,8249,boston,2017,8577,328,6.7
Almaz Keitany #0248,W,berlin,2016,8249,london,2017,8116,-133,6.9
Almaz Keitany #0248,W,berlin,2016,8249,chicago,2017,8220,-29,12.42
Almaz Keitany #0248,W,berlin,2016,8249,nyc,2017,8164,-85,13.34
Almaz Keitany #0248,W,berlin,2016,8249,tokyo,2018,7993,-256,17.02
Almaz Keitany #0248,W,chicago,2016,8100,nyc,2016,8176,76,0.92
Almaz Keitany #0248,W,chicago,2016,8100,tokyo,2017,8023,-77,4.6
Almaz Keitany #0248,W,chicago,2016,8100,boston,2017,8577,477,6.24
Almaz Keitany #0248,W,chicago,2016,8100,london,2017,8116,16,6.44
Almaz Keitany #0248,W,chicago,2016,8100,berlin,2017,8304,204,11.5
Almaz Keitany #0248,W,chicago,2016,8100,nyc,2017,8164,64,12.88
Almaz Keitany #0248,W,chicago,2016,8100,tokyo,2018,7993,-107,16.56
Almaz Keitany #0248,W,nyc,2016,8176,tokyo,2017,8023,-153,3.68
Almaz Keitany #0248,W,nyc,2016,8176,boston,2017,8577,401,5.32
Almaz Keitany #0248,W,nyc,2016,8176,london,2017,8116,-60,5.52
Almaz Keitany #0248,W,nyc,2016,8176,berlin,2017,8304,128,10.58
Almaz Keitany #0248,W,nyc,2016,8176,chicago,2017,8220,44,11.04
Almaz Keitany #0248,W,nyc,2016,8176,tokyo,2018,7993,-183,15.64
Almaz Keitany #0248,W,nyc,2016,8176,boston,2018,8335,159,17.28
Almaz Keitany #0248,W,nyc,2016,8176,london,2018,8434,258,17.48
Almaz Keitany #0248,W,tokyo,2017,8023,boston,2017,8577,554,1.64
Almaz Keitany #0248,W,tokyo,2017,8023,london,2017,8116,93,1.84
Almaz Keitany #0248,W,tokyo,2017,8023,berlin,2017,8304,281,6.9
Almaz Keitany #0248,W,tokyo,2017,8023,chicago,2017,8220,197,7.36
Almaz Keitany #0248,W,tokyo,2017,8023,nyc,2017,8164,141,8.28
Almaz Keitany #0248,W,tokyo,2017,8023,boston,2018,8335,312,13.6
Almaz Keitany #0248,W,tokyo,2017,8023,london,2018,8434,411,13.8
Almaz Keitany #0248,W,boston,2017,8577,london,2017,8116,-461,0.2
Almaz Keitany #0248,W,boston,2017,8577,berlin,2017,8304,-273,5.26
Almaz Keitany #0248,W,boston,2017,8577,chicago,2017,8220,-357,5.72
Almaz Keitany #0248,W,boston,2017,8577,nyc,2017,8164,-413,6.64
Almaz Keitany #0248,W,boston,2017,8577,tokyo,2018,7993,-584,10.32
Almaz Keitany #0248,W,boston,2017,8577,london,2018,8434,-143,12.16
Almaz Keitany #0248,W,boston,2017,8577,berlin,2018,8216,-361,16.98
Almaz Keitany #0248,W,boston,2017,8577,chicago,2018,8100,-477,17.67
Almaz Keitany #0248,W,london,2017,8116,berlin,2017,8304,188,5.06
Almaz Keitany #0248,W,london,2017,8116,chicago,2017,8220,104,5.52
Almaz Keitany #0248,W,london,2017,8116,nyc,2017,8164,48,6.44
Almaz Keitany #0248,W,london,2017,8116,tokyo,2018,7993,-123,10.12
Almaz Keitany #0248,W,london,2017,8116,boston,2018,8335,219,11.76
Almaz Keitany #0248,W,london,2017,8116,berlin,2018,8216,100,16.79
Almaz Keitany #0248,W,london,2017,8116,chicago,2018,8100,-16,17.48
Almaz Keitany #0248,W,berlin,2017,8304,chicago,2017,8220,-84,0.46
Almaz Keitany #0248,W,berlin,2017,8304,nyc,2017,8164,-140,1.38
Almaz Keitany #0248,W,berlin,2017,8304,tokyo,2018,7993,-311,5.06
Almaz Keitany #0248,W,berlin,2017,8304,boston,2018,8335,31,6.7
Almaz Keitany #0248,W,berlin,2017,8304,london,2018,8434,130,6.9
Almaz Keitany #0248,W,berlin,2017,8304,chicago,2018,8100,-204,12.42
Almaz Keitany #0248,W,berlin,2017,8304,nyc,2018,8000,-304,13.34
Almaz Keitany #0248,W,berlin,2017,8304,tokyo,2019,8022,-282,17.25
Almaz Keitany #0248,W,chicago,2017,8220,nyc,2017,8164,-56,0.92
Almaz Keitany #0248,W,chicago,2017,8220,tokyo,2018,7993,-227,4.6
Almaz Keitany #0248,W,chicago,2017,8220,boston,2018,8335,115,6.24
Almaz Keitany #0248,W,chicago,2017,8220,london,2018,8434,214,6.44
Almaz Keitany #0248,W,chicago,2017,8220,berlin,2018,8216,-4,11.27
Almaz Keitany #0248,W,chicago,2017,8220,nyc,2018,8000,-220,12.88
Almaz Keitany #0248,W,chicago,2017,8220,tokyo,2019,8022,-198,16.79
Almaz Keitany #0248,W,nyc,2017,8164,tokyo,2018,7993,-171,3.68
Almaz Keitany #0248,W,nyc,2017,8164,boston,2018,8335,171,5.32
Almaz Keitany #0248,W,nyc,2017,8164,london,2018,8434,270,5.52
Almaz Keitany #0248,W,nyc,2017,8164,berlin,2018,8216,52,10.35
Almaz Keitany #0248,W,nyc,2017,8164,chicago,2018,8100,-64,11.04
Almaz Keitany #0248,W,nyc,2017,8164,tokyo,2019,8022,-142,15.87
Almaz Keitany #0248,W,nyc,2017,8164,boston,2019,8232,68,17.28
Almaz Keitany #0248,W,nyc,2017,8164,london,2019,8221,57,17.71
Almaz Keitany #0248,W,tokyo,2018,7993,boston,2018,8335,342,1.64
Almaz Keitany #0248,W,tokyo,2018,7993,london,2018,8434,441,1.84
Almaz Keitany #0248,W,tokyo,2018,7993,berlin,2018,8216,223,6.67
Almaz Keitany #0248,W,tokyo,2018,7993,chicago,2018,8100,107,7.36
Almaz Keitany #0248,W,tokyo,2018,7993,nyc,2018,8000,7,8.28
Almaz Keitany #0248,W,tokyo,2018,7993,boston,2019,8232,239,13.6
Almaz Keitany #0248,W,tokyo,2018,7993,london,2019,8221,228,14.03
Almaz Keitany #0248,W,boston,2018,8335,london,2018,8434,99,0.2
Almaz Keitany #0248,W,boston,2018,8335,berlin,2018,8216,-119,5.03
Almaz Keitany #0248,W,boston,2018,8335,chicago,2018,8100,-235,5.72
Almaz Keitany #0248,W,boston,2018,8335,nyc,2018,8000,-335,6.64
Almaz Keitany #0248,W,boston,2018,8335,tokyo,2019,8022,-313,10.55
Almaz Keitany #0248,W,boston,2018,8335,london,2019,8221,-114,12.39
Almaz Keitany #0248,W,boston,2018,8335,berlin,2019,7973,-362,17.44
Almaz Keitany #0248,W,boston,2018,8335,chicago,2019,8193,-142,17.9
Almaz Keitany #0248,W,london,2018,8434,berlin,2018,8216,-218,4.83
Almaz Keitany #0248,W,london,2018,8434,chicago,2018,8100,-334,5.52
Almaz Keitany #0248,W,london,2018,8434,nyc,2018,8000,-434,6.44
Almaz Keitany #0248,W,london,2018,8434,tokyo,2019,8022,-412,10.35
Almaz Keitany #0248,W,london,2018,8434,boston,2019,8232,-202,11.76
Almaz Keitany #0248,W,london,2018,8434,berlin,2019,7973,-461,17.25
Almaz Keitany #0248,W,london,2018,8434,chicago,2019,8193,-241,17.71
Almaz Keitany #0248,W,berlin,2018,8216,chicago,2018,8100,-116,0.69
Almaz Keitany #0248,W,berlin,2018,8216,nyc,2018,8000,-216,1.61
Almaz Keitany #0248,W,berlin,2018,8216,tokyo,2019,8022,-194,5.52
Almaz Keitany #0248,W,berlin,2018,8216,boston,2019,8232,16,6.93
Almaz Keitany #0248,W,berlin,2018,8216,london,2019,8221,5,7.36
Almaz Keitany #0248,W,berlin,2018,8216,chicago,2019,8193,-23,12.88
Almaz Keitany #0248,W,berlin,2018,8216,nyc,2019,8219,3,13.57
Almaz Keitany #0248,W,chicago,2018,8100,nyc,2018,8000,-100,0.92
Almaz Keitany #0248,W,chicago,2018,8100,tokyo,2019,8022,-78,4.83
Almaz Keitany #0248,W,chicago,2018,8100,boston,2019,8232,132,6.24
Almaz Keitany #0248,W,chicago,2018,8100,london,2019,8221,121,6.67
Almaz Keitany #0248,W,chicago,2018,8100,berlin,2019,7973,-127,11.73
Almaz Keitany #0248,W,chicago,2018,8100,nyc,2019,8219,119,12.88
Almaz Keitany #0248,W,nyc,2018,8000,tokyo,2019,8022,22,3.91
Almaz Keitany #0248,W,nyc,2018,8000,boston,2019,8232,232,5.32
Almaz Keitany #0248,W,nyc,2018,8000,london,2019,8221,221,5.75
Almaz Keitany #0248,W,nyc,2018,8000,berlin,2019,7973,-27,10.81
Almaz Keitany #0248,W,nyc,2018,8000,chicago,2019,8193,193,11.27
Almaz Keitany #0248,W,tokyo,2019,8022,boston,2019,8232,210,1.41
Almaz Keitany #0248,W,tokyo,2019,8022,london,2019,8221,199,1.84
Almaz Keitany #0248,W,tokyo,2019,8022,berlin,2019,7973,-49,6.9
Almaz Keitany #0248,W,tokyo,2019,8022,chicago,2019,8193,171,7.36
Almaz Keitany #0248,W,tokyo,2019,8022,nyc,2019,8219,197,8.05
Almaz Keitany #0248,W,boston,2019,8232,london,2019,8221,-11,0.43
Almaz Keitany #0248,W,boston,2019,8232,berlin,2019,7973,-259,5.49
Almaz Keitany #0248,W,boston,2019,8232,chicago,2019,8193,-39,5.95
Almaz Keitany #0248,W,boston,2019,8232,nyc,2019,8219,-13,6.64
Almaz Keitany #0248,W,london,2019,8221,berlin,2019,7973,-248,5.06
Almaz Keitany #0248,W,london,2019,8221,chicago,2019,8193,-28,5.52
Almaz Keitany #0248,W,london,2019,8221,nyc,2019,8219,-2,6.21
Almaz Keitany #0248,W,berlin,2019,7973,chicago,2019,8193,220,0.46
Almaz Keitany #0248,W,berlin,2019,7973,nyc,2019,8219,246,1.15
Almaz Keitany #0248,W,chicago,2019,8193,nyc,2019,8219,26,0.69
Almaz Keitany #0248,W,chicago,2021,8225,boston,2021,8107,-118,0.03
Almaz Keitany #0248,W,chicago,2021,8225,tokyo,2021,8305,80,0.23
Almaz Keitany #0248,W,chicago,2021,8225,boston,2022,8173,-52,6.24
Almaz Keitany #0248,W,chicago,2021,8225,berlin,2022,8257,32,11.5
Almaz Keitany #0248,W,chicago,2021,8225,nyc,2022,8340,115,12.88
Almaz Keitany #0248,W,chicago,2021,8225,tokyo,2023,8012,-213,16.79
Almaz Keitany #0248,W,boston,2021,8107,tokyo,2021,8305,198,0.2
Almaz Keitany #0248,W,boston,2021,8107,berlin,2022,8257,150,11.47
Almaz Keitany #0248,W,boston,2021,8107,nyc,2022,8340,233,12.84
Almaz Keitany #0248,W,boston,2021,8107,tokyo,2023,8012,-95,16.75
Almaz Keitany #0248,W,tokyo,2021,8305,boston,2022,8173,-132,6.01
Almaz Keitany #0248,W,tokyo,2021,8305,berlin,2022,8257,-48,11.27
Almaz Keitany #0248,W,tokyo,2021,8305,nyc,2022,8340,35,12.65
Almaz Keitany #0248,W,boston,2022,8173,berlin,2022,8257,84,5.26
Almaz Keitany #0248,W,boston,2022,8173,nyc,2022,8340,167,6.64
Almaz Keitany #0248,W,boston,2022,8173,tokyo,2023,8012,-161,10.55
Almaz Keitany #0248,W,boston,2022,8173,london,2023,8065,-108,12.16
Almaz Keitany #0248,W,boston,2022,8173,chicago,2023,7922,-251,17.67
Almaz Keitany #0248,W,berlin,2022,8257,nyc,2022,8340,83,1.38
Almaz Keitany #0248,W,berlin,2022,8257,tokyo,2023,8012,-245,5.29
Almaz Keitany #0248,W,berlin,2022,8257,london,2023,8065,-192,6.9
Almaz Keitany #0248,W,berlin,2022,8257,chicago,2023,7922,-335,12.42
Almaz Keitany #0248,W,berlin,2022,8257,nyc,2023,8111,-146,13.34
Almaz Keitany #0248,W,berlin,2022,8257,tokyo,2024,8060,-197,17.25
Almaz Keitany #0248,W,nyc,2022,8340,tokyo,2023,8012,-328,3.91
Almaz Keitany #0248,W,nyc,2022,8340,london,2023,8065,-275,5.52
Almaz Keitany #0248,W,nyc,2022,8340,chicago,2023,7922,-418,11.04
Almaz Keitany #0248,W,nyc,2022,8340,tokyo,2024,8060,-280,15.87
Almaz Keitany #0248,W,nyc,2022,8340,london,2024,8146,-194,17.48
Almaz Keitany #0248,W,tokyo,2023,8012,london,2023,8065,53,1.61
Almaz Keitany #0248,W,tokyo,2023,8012,chicago,2023,7922,-90,7.13
Almaz Keitany #0248,W,tokyo,2023,8012,nyc,2023,8111,99,8.05
Almaz Keitany #0248,W,tokyo,2023,8012,london,2024,8146,134,13.57
Almaz Keitany #0248,W,london,2023,8065,chicago,2023,7922,-143,5.52
Almaz Keitany #0248,W,london,2023,8065,nyc,2023,8111,46,6.44
Almaz Keitany #0248,W,london,2023,8065,tokyo,2024,8060,-5,10.35
Almaz Keitany #0248,W,london,2023,8065,berlin,2024,8224,159,17.25
Almaz Keitany #0248,W,london,2023,8065,chicago,2024,8052,-13,17.71
Almaz Keitany #0248,W,chicago,2023,7922,nyc,2023,8111,189,0.92
Almaz Keitany #0248,W,chicago,2023,7922,tokyo,2024,8060,138,4.83
Almaz Keitany #0248,W,chicago,2023,7922,london,2024,8146,224,6.44
Almaz Keitany #0248,W,chicago,2023,7922,berlin,2024,8224,302,11.73
Almaz Keitany #0248,W,chicago,2023,7922,nyc,2024,8036,114,12.88
Almaz Keitany #0248,W,nyc,2023,8111,tokyo,2024,8060,-51,3.91
Almaz Keitany #0248,W,nyc,2023,8111,london,2024,8146,35,5.52
Almaz Keitany #0248,W,nyc,2023,8111,berlin,2024,8224,113,10.81
Almaz Keitany #0248,W,nyc,2023,8111,chicago,2024,8052,-59,11.27
Almaz Keitany #0248,W,tokyo,2024,8060,london,2024,8146,86,1.61
Almaz Keitany #0248,W,tokyo,2024,8060,berlin,2024,8224,164,6.9
Almaz Keitany #0248,W,tokyo,2024,8060,chicago,2024,8052,-8,7.36
Almaz Keitany #0248,W,tokyo,2024,8060,nyc,2024,8036,-24,8.05
Almaz Keitany #0248,W,london,2024,8146,berlin,2024,8224,78,5.29
Almaz Keitany #0248,W,london,2024,8146,chicago,2024,8052,-94,5.75
Almaz Keitany #0248,W,london,2024,8146,nyc,2024,8036,-110,6.44
Almaz Keitany #0248,W,berlin,2024,8224,chicago,2024,8052,-172,0.46
Almaz Keitany #0248,W,berlin,2024,8224,nyc,2024,8036,-188,1.15
Almaz Keitany #0248,W,chicago,2024,8052,nyc,2024,8036,-16,0.69
Almaz Kiplagat #0106,W,london,2015,8111,nyc,2015,8001,-110,6.21
Almaz Kiplagat #0106,W,nyc,2015,8001,tokyo,2017,8013,12,15.87
Almaz Kiplagat #0106,W,tokyo,2017,8013,berlin,2017,8263,250,6.9
Almaz Kiplagat #0106,W,berlin,2017,8263,tokyo,2018,7996,-267,5.06
Almaz Kiplagat #0106,W,berlin,2017,8263,tokyo,2019,8010,-253,17.25
Almaz Kiplagat #0106,W,tokyo,2018,7996,london,2019,8199,203,14.03
Almaz Kiplagat #0106,W,tokyo,2019,8010,london,2019,8199,189,1.84
Almaz Kiplagat #0106,W,tokyo,2019,8010,chicago,2019,8034,24,7.36
Almaz Kiplagat #0106,W,london,2019,8199,chicago,2019,8034,-165,5.52
Almaz Kiplagat #0106,W,boston,2021,8157,nyc,2022,8198,41,12.84
Almaz Kiplagat #0106,W,boston,2021,8157,tokyo,2023,8083,-74,16.75
Almaz Kiplagat #0106,W,boston,2022,8233,nyc,2022,8198,-35,6.64
Almaz Kiplagat #0106,W,boston,2022,8233,tokyo,2023,8083,-150,10.55
Almaz Kiplagat #0106,W,nyc,2022,8198,tokyo,2023,8083,-115,3.91
Almaz Kiplagat #0106,W,nyc,2022,8198,boston,2023,8341,143,5.32
Almaz Kiplagat #0106,W,tokyo,2023,8083,boston,2023,8341,258,1.41
Almaz Kiplagat #0106,W,boston,2023,8341,chicago,2024,8154,-187,17.9
Almaz Kiplagat #0309,W,berlin,2015,8214,nyc,2015,8135,-79,1.15
Almaz Kiplagat #0309,W,berlin,2015,8214,tokyo,2016,8089,-125,5.06
Almaz Kiplagat #0309,W,berlin,2015,8214,boston,2016,8386,172,6.7
Almaz Kiplagat #0309,W,berlin,2015,8214,london,2016,8087,-127,6.9
Almaz Kiplagat #0309,W,nyc,2015,8135,tokyo,2016,8089,-46,3.91
Almaz Kiplagat #0309,W,nyc,2015,8135,boston,2016,8386,251,5.55
Almaz Kiplagat #0309,W,nyc,2015,8135,london,2016,8087,-48,5.75
Almaz Kiplagat #0309,W,nyc,2015,8135,berlin,2016,8249,114,10.81
Almaz Kiplagat #0309,W,nyc,2015,8135,london,2017,8197,62,17.71
Almaz Kiplagat #0309,W,tokyo,2016,8089,boston,2016,8386,297,1.64
Almaz Kiplagat #0309,W,tokyo,2016,8089,london,2016,8087,-2,1.84
Almaz Kiplagat #0309,W,tokyo,2016,8089,berlin,2016,8249,160,6.9
Almaz Kiplagat #0309,W,tokyo,2016,8089,london,2017,8197,108,13.8
Almaz Kiplagat #0309,W,boston,2016,8386,london,2016,8087,-299,0.2
Almaz Kiplagat #0309,W,boston,2016,8386,berlin,2016,8249,-137,5.26
Almaz Kiplagat #0309,W,boston,2016,8386,london,2017,8197,-189,12.16
Almaz Kiplagat #0309,W,london,2016,8087,berlin,2016,8249,162,5.06
Almaz Kiplagat #0309,W,berlin,2016,8249,london,2017,8197,-52,6.9
Almaz Kiplagat #0309,W,london,2017,8197,berlin,2018,8212,15,16.79
Almaz Kiplagat #0309,W,london,2018,8557,berlin,2018,8212,-345,4.83
Almaz Kiplagat #0309,W,boston,2021,8235,tokyo,2021,8167,-68,0.2
Almaz Kiplagat #0309,W,boston,2021,8235,tokyo,2022,8024,-211,4.8
Almaz Kiplagat #0309,W,boston,2021,8235,berlin,2022,8201,-34,11.47
Almaz Kiplagat #0309,W,boston,2021,8235,nyc,2022,8258,23,12.84
Almaz Kiplagat #0309,W,tokyo,2021,8167,berlin,2022,8201,34,11.27
Almaz Kiplagat #0309,W,tokyo,2021,8167,nyc,2022,8258,91,12.65
Almaz Kiplagat #0309,W,tokyo,2021,8167,boston,2023,8389,222,17.97
Almaz Kiplagat #0309,W,tokyo,2022,8024,berlin,2022,8201,177,6.67
Almaz Kiplagat #0309,W,tokyo,2022,8024,nyc,2022,8258,234,8.05
Almaz Kiplagat #0309,W,tokyo,2022,8024,boston,2023,8389,365,13.37
Almaz Kiplagat #0309,W,berlin,2022,8201,nyc,2022,8258,57,1.38
Almaz Kiplagat #0309,W,berlin,2022,8201,boston,2023,8389,188,6.7
Almaz Kiplagat #0309,W,berlin,2022,8201,chicago,2023,8007,-194,12.42
Almaz Kiplagat #0309,W,berlin,2022,8201,nyc,2023,8171,-30,13.34
Almaz Kiplagat #0309,W,nyc,2022,8258,boston,2023,8389,131,5.32
Almaz Kiplagat #0309,W,nyc,2022,8258,chicago,2023,8007,-251,11.04
Almaz Kiplagat #0309,W,nyc,2022,8258,london,2024,8203,-55,17.48
Almaz Kiplagat #0309,W,boston,2023,8389,chicago,2023,8007,-382,5.72
Almaz Kiplagat #0309,W,boston,2023,8389,nyc,2023,8171,-218,6.64
Almaz Kiplagat #0309,W,boston,2023,8389,london,2024,8203,-186,12.16
Almaz Kiplagat #0309,W,chicago,2023,8007,nyc,2023,8171,164,0.92
Almaz Kiplagat #0309,W,chicago,2023,8007,london,2024,8203,196,6.44
Almaz Kiplagat #0309,W,nyc,2023,8171,london,2024,8203,32,5.52
Almaz Kiplagat #0399,W,chicago,2015,8071,nyc,2015,8092,21,0.69
Almaz Kiplagat #0399,W,chicago,2015,8071,nyc,2016,8243,172,12.88
Almaz Kiplagat #0399,W,chicago,2015,8071,tokyo,2017,8063,-8,16.56
Almaz Kiplagat #0399,W,nyc,2015,8092,tokyo,2017,8063,-29,15.87
Almaz Kiplagat #0399,W,nyc,2015,8092,london,2017,8195,103,17.71
Almaz Kiplagat #0399,W,nyc,2016,8243,tokyo,2017,8063,-180,3.68
Almaz Kiplagat #0399,W,nyc,2016,8243,london,2017,8195,-48,5.52
Almaz Kiplagat #0399,W,tokyo,2017,8063,london,2017,8195,132,1.84
Almaz Kiplagat #0399,W,berlin,2021,8250,boston,2021,8134,-116,0.49
Almaz Kiplagat #0399,W,london,2023,8098,berlin,2023,8181,83,5.06
Ayele Cherono #0038,M,tokyo,2015,7358,boston,2015,7674,316,1.87
Ayele Cherono #0038,M,tokyo,2015,7358,london,2015,7441,83,2.07
Ayele Cherono #0038,M,tokyo,2015,7358,chicago,2015,7564,206,7.59
Ayele Cherono #0038,M,tokyo,2015,7358,nyc,2015,7630,272,8.28
Ayele Cherono #0038,M,tokyo,2015,7358,boston,2016,7736,378,13.83
Ayele Cherono #0038,M,tokyo,2015,7358,london,2016,7542,184,14.03
Ayele Cherono #0038,M,boston,2015,7674,london,2015,7441,-233,0.2
Ayele Cherono #0038,M,boston,2015,7674,chicago,2015,7564,-110,5.72
Ayele Cherono #0038,M,boston,2015,7674,nyc,2015,7630,-44,6.41
Ayele Cherono #0038,M,boston,2015,7674,tokyo,2016,7486,-188,10.32
Ayele Cherono #0038,M,boston,2015,7674,london,2016,7542,-132,12.16
Ayele Cherono #0038,M,boston,2015,7674,chicago,2016,7505,-169,17.67
Ayele Cherono #0038,M,london,2015,7441,chicago,2015,7564,123,5.52
Ayele Cherono #0038,M,london,2015,7441,nyc,2015,7630,189,6.21
Ayele Cherono #0038,M,london,2015,7441,tokyo,2016,7486,45,10.12
Ayele Cherono #0038,M,london,2015,7441,boston,2016,7736,295,11.76
Ayele Cherono #0038,M,london,2015,7441,chicago,2016,7505,64,17.48
Ayele Cherono #0038,M,chicago,2015,7564,nyc,2015,7630,66,0.69
Ayele Cherono #0038,M,chicago,2015,7564,tokyo,2016,7486,-78,4.6
Ayele Cherono #0038,M,chicago,2015,7564,boston,2016,7736,172,6.24
Ayele Cherono #0038,M,chicago,2015,7564,london,2016,7542,-22,6.44
Ayele Cherono #0038,M,chicago,2015,7564,nyc,2016,7658,94,12.88
Ayele Cherono #0038,M,nyc,2015,7630,tokyo,2016,7486,-144,3.91
Ayele Cherono #0038,M,nyc,2015,7630,boston,2016,7736,106,5.55
Ayele Cherono #0038,M,nyc,2015,7630,london,2016,7542,-88,5.75
Ayele Cherono #0038,M,nyc,2015,7630,chicago,2016,7505,-125,11.27
Ayele Cherono #0038,M,nyc,2015,7630,london,2017,7595,-35,17.71
Ayele Cherono #0038,M,tokyo,2016,7486,boston,2016,7736,250,1.64
Ayele Cherono #0038,M,tokyo,2016,7486,london,2016,7542,56,1.84
Ayele Cherono #0038,M,tokyo,2016,7486,chicago,2016,7505,19,7.36
Ayele Cherono #0038,M,tokyo,2016,7486,nyc,2016,7658,172,8.28
Ayele Cherono #0038,M,tokyo,2016,7486,london,2017,7595,109,13.8
Ayele Cherono #0038,M,boston,2016,7736,london,2016,7542,-194,0.2
Ayele Cherono #0038,M,boston,2016,7736,chicago,2016,7505,-231,5.72
Ayele Cherono #0038,M,boston,2016,7736,nyc,2016,7658,-78,6.64
Ayele Cherono #0038,M,boston,2016,7736,london,2017,7595,-141,12.16
