athlete_name,country,gender,course,year,date,place,finish_time_seconds
Wilson Bett #0152,TZA,M,berlin,2022,2022-09-25,5,7541
Carlos Cherop #0333,ETH,M,berlin,2022,2022-09-25,6,7555
Tamirat Robinson #0084,ITA,M,berlin,2022,2022-09-25,7,7561
Birhanu Moen #0120,CAN,M,berlin,2022,2022-09-25,8,7588
Wilson Abdi #0211,GBR,M,berlin,2022,2022-09-25,9,7595
Galen Fauble #0390,ESP,M,berlin,2022,2022-09-25,10,7600
Lelisa Cherop #0207,ETH,M,berlin,2022,2022-09-25,11,7611
Kibrom Adero #0133,GER,M,berlin,2022,2022-09-25,12,7614
Eliud Mutai #0096,JPN,M,berlin,2022,2022-09-25,13,7618
Kenneth Kipsang #0037,ERI,M,berlin,2022,2022-09-25,14,7620
Lelisa Hailu #0052,USA,M,berlin,2022,2022-09-25,15,7621
Mo Desisa #0033,MAR,M,berlin,2022,2022-09-25,16,7621
Cam Adero #0009,BLR,M,berlin,2022,2022-09-25,17,7635
Hiroto Abdi #0188,KEN,M,berlin,2022,2022-09-25,18,7635
Ayele Cherono #0281,NED,M,berlin,2022,2022-09-25,19,7635
Ayele Robinson #0242,JPN,M,berlin,2022,2022-09-25,20,7636
Suguru Hailu #0194,MAR,M,berlin,2022,2022-09-25,21,7636
Kibrom Kipchoge #0345,ESP,M,berlin,2022,2022-09-25,22,7638
Mosinet Cherono #0358,KEN,M,berlin,2022,2022-09-25,23,7639
Kibrom Tola #0187,AUS,M,berlin,2022,2022-09-25,24,7640
Mosinet Sambu #0389,ETH,M,berlin,2022,2022-09-25,25,7642
Bashir Farah #0134,KEN,M,berlin,2022,2022-09-25,26,7646
Galen Kipsang #0146,BLR,M,berlin,2022,2022-09-25,27,7646
Hiroto Kiptum #0383,ESP,M,berlin,2022,2022-09-25,28,7650
Scott Abdi #0129,AUS,M,berlin,2022,2022-09-25,29,7651
Lelisa Abdi #0326,BRA,M,berlin,2022,2022-09-25,30,7655
Mosinet Kiptum #0206,ETH,M,berlin,2022,2022-09-25,31,7655
Hiroto Rupp #0113,UGA,M,berlin,2022,2022-09-25,32,7661
Lawrence Desisa #0071,MAR,M,berlin,2022,2022-09-25,33,7662
Ayele Cherono #0038,BLR,M,berlin,2022,2022-09-25,34,7665
Kelvin Hailu #0382,BRA,M,berlin,2022,2022-09-25,35,7671
Yuki Levins #0142,JPN,M,berlin,2022,2022-09-25,36,7675
Birhanu Bekele #0094,BHR,M,berlin,2022,2022-09-25,37,7677
Kenneth Sambu #0293,GER,M,berlin,2022,2022-09-25,38,7678
Galen Bekele #0173,BLR,M,berlin,2022,2022-09-25,39,7683
Brett Hassan #0058,GER,M,berlin,2022,2022-09-25,40,7685
Eliud Rotich #0263,KEN,M,berlin,2022,2022-09-25,41,7688
Birhanu Cherono #0230,MAR,M,berlin,2022,2022-09-25,42,7689
Ayele Kipsang #0131,BHR,M,berlin,2022,2022-09-25,43,7691
Wilson Hailu #0259,ERI,M,berlin,2022,2022-09-25,44,7695
Tamirat Tola #0385,BLR,M,berlin,2022,2022-09-25,45,7697
Kibrom Korir #0015,MAR,M,berlin,2022,2022-09-25,46,7700
Carlos Korir #0031,USA,M,berlin,2022,2022-09-25,47,7702
Eliud Stanley #0079,TZA,M,berlin,2022,2022-09-25,48,7706
Kelvin Levins #0005,MAR,M,berlin,2022,2022-09-25,49,7708
Brett Adero #0376,ERI,M,berlin,2022,2022-09-25,50,7711
Mohamed Rupp #0253,KEN,M,berlin,2022,2022-09-25,51,7711
Lawrence Levins #0017,GER,M,berlin,2022,2022-09-25,52,7714
Jared Rupp #0070,GER,M,berlin,2022,2022-09-25,53,7715
Ayele Lopes #0083,AUS,M,berlin,2022,2022-09-25,54,7716
Bashir Ward #0099,BRA,M,berlin,2022,2022-09-25,55,7718
Lawrence Farah #0191,FRA,M,berlin,2022,2022-09-25,56,7718
Conner Korir #0182,BHR,M,berlin,2022,2022-09-25,57,7720
Scott Robinson #0195,NOR,M,berlin,2022,2022-09-25,58,7723
Kenneth Legese #0066,GER,M,berlin,2022,2022-09-25,59,7726
Galen Lopes #0145,KEN,M,berlin,2022,2022-09-25,60,7728
Stephen Mutai #0127,ERI,M,berlin,2022,2022-09-25,61,7728
Sisay Tola #0335,AUS,M,berlin,2022,2022-09-25,62,7729
Kelvin Rotich #0151,TZA,M,berlin,2022,2022-09-25,63,7730
Suguru Moen #0095,NOR,M,berlin,2022,2022-09-25,64,7732
Yuki Levins #0363,NED,M,berlin,2022,2022-09-25,65,7736
Geoffrey Stanley #0165,USA,M,berlin,2022,2022-09-25,66,7736
Sondre Geremew #0125,BHR,M,berlin,2022,2022-09-25,67,7737
Ayele Rotich #0112,MAR,M,berlin,2022,2022-09-25,68,7738
Bashir Hailu #0384,ITA,M,berlin,2022,2022-09-25,69,7743
Geoffrey Tola #0141,AUS,M,berlin,2022,2022-09-25,70,7743
Birhanu Desisa #0091,BLR,M,berlin,2022,2022-09-25,71,7746
Tamirat Korir #0177,KEN,M,berlin,2022,2022-09-25,72,7749
Mo Stanley #0260,ETH,M,berlin,2022,2022-09-25,73,7750
Cam Levins #0377,GER,M,berlin,2022,2022-09-25,74,7751
Scott Ward #0117,USA,M,berlin,2022,2022-09-25,75,7754
Kibrom Cherop #0319,FRA,M,berlin,2022,2022-09-25,76,7757
Hiroto Rotich #0245,BHR,M,berlin,2022,2022-09-25,77,7757
Yuki Hassan #0277,GBR,M,berlin,2022,2022-09-25,78,7758
Carlos Moen #0317,TZA,M,berlin,2022,2022-09-25,79,7759
Ayele Fauble #0208,JPN,M,berlin,2022,2022-09-25,80,7762
Lucas Sambu #0306,MAR,M,berlin,2022,2022-09-25,81,7763
Conner Moen #0128,ITA,M,berlin,2022,2022-09-25,82,7765
Ayele Lemma #0214,NOR,M,berlin,2022,2022-09-25,83,7765
Kelvin Fauble #0352,UGA,M,berlin,2022,2022-09-25,84,7767
Lelisa Lemma #0060,CAN,M,berlin,2022,2022-09-25,85,7768
Lelisa Desisa #0158,NED,M,berlin,2022,2022-09-25,86,7768
Scott Cherono #0340,ERI,M,berlin,2022,2022-09-25,87,7776
Lemi Levins #0001,UGA,M,berlin,2022,2022-09-25,88,7778
Tamirat Bekele #0174,USA,M,berlin,2022,2022-09-25,89,7780
Kenneth Cherono #0288,GBR,M,berlin,2022,2022-09-25,90,7780
Lemi Robinson #0160,BLR,M,berlin,2022,2022-09-25,91,7781
Carlos Cherono #0367,UGA,M,berlin,2022,2022-09-25,92,7783
Mosinet Lemma #0329,ESP,M,berlin,2022,2022-09-25,93,7786
Bashir Sambu #0294,MAR,M,berlin,2022,2022-09-25,94,7786
Mo Kipsang #0072,CAN,M,berlin,2022,2022-09-25,95,7786
Mohamed Kipsang #0364,GBR,M,berlin,2022,2022-09-25,96,7787
Carlos Mutai #0359,FRA,M,berlin,2022,2022-09-25,97,7787
Kelvin Tola #0023,FRA,M,berlin,2022,2022-09-25,98,7790
Galen Cherono #0287,BRA,M,berlin,2022,2022-09-25,99,7793
Mohamed Hassan #0284,NED,M,berlin,2022,2022-09-25,100,7794
Brigid Tuliamuk #0325,BHR,W,berlin,2022,2022-09-25,1,8017
Tigist Gidey #0158,ESP,W,berlin,2022,2022-09-25,2,8027
Vivian Jepchirchir #0175,AUS,W,berlin,2022,2022-09-25,3,8034
Lilian Yehualaw #0103,PRK,W,berlin,2022,2022-09-25,4,8073
Lonnie Reichmann #0310,PRK,W,berlin,2022,2022-09-25,5,8076
Keira Reichmann #0379,NED,W,berlin,2022,2022-09-25,6,8103
Vivian Yehualaw #0241,CHN,W,berlin,2022,2022-09-25,7,8104
Eunice Chepkirui #0043,ROU,W,berlin,2022,2022-09-25,8,8108
Tigist Dibaba #0188,USA,W,berlin,2022,2022-09-25,9,8112
Mary Cheruiyot #0071,NED,W,berlin,2022,2022-09-25,10,8127
Keira Frey #0176,AUS,W,berlin,2022,2022-09-25,11,8153
Catherine Dereje #0231,POL,W,berlin,2022,2022-09-25,12,8167
Roza Hassan #0083,NED,W,berlin,2022,2022-09-25,13,8168
Keira Salpeter #0322,GER,W,berlin,2022,2022-09-25,14,8169
Brigid Hall #0129,POL,W,berlin,2022,2022-09-25,15,8170
Letesenbet Seidel #0252,CZE,W,berlin,2022,2022-09-25,16,8177
Lilian Chepngetich #0357,RUS,W,berlin,2022,2022-09-25,17,8179
Lonah Cheruiyot #0299,PRK,W,berlin,2022,2022-09-25,18,8184
Emily Hassan #0387,JPN,W,berlin,2022,2022-09-25,19,8187
Almaz Kiplagat #0309,BHR,W,berlin,2022,2022-09-25,20,8201
Eunice Ayana #0217,ITA,W,berlin,2022,2022-09-25,21,8206
Vivian Sisson #0291,POL,W,berlin,2022,2022-09-25,22,8209
Peres Sisson #0234,ITA,W,berlin,2022,2022-09-25,23,8224
Yalemzerf Cheruiyot #0260,CHN,W,berlin,2022,2022-09-25,24,8233
Roza Diver #0361,ETH,W,berlin,2022,2022-09-25,25,8235
Joyciline Hall #0057,IRL,W,berlin,2022,2022-09-25,26,8236
Ruth Sisson #0218,NED,W,berlin,2022,2022-09-25,27,8246
Edna Assefa #0228,ETH,W,berlin,2022,2022-09-25,28,8247
Worknesh Diver #0061,GBR,W,berlin,2022,2022-09-25,29,8247
Tirunesh Jepkosgei #0258,NED,W,berlin,2022,2022-09-25,30,8251
Lilian Frey #0139,RUS,W,berlin,2022,2022-09-25,31,8252
Aliphine Ayana #0062,ETH,W,berlin,2022,2022-09-25,32,8253
Sara Asefa #0326,NED,W,berlin,2022,2022-09-25,33,8253
Mary Gidey #0390,BHR,W,berlin,2022,2022-09-25,34,8254
Emily Gemechu #0197,CHN,W,berlin,2022,2022-09-25,35,8256
Aliphine Dereje #0088,ETH,W,berlin,2022,2022-09-25,36,8257
Almaz Keitany #0248,PRK,W,berlin,2022,2022-09-25,37,8257
Emily Salpeter #0159,ESP,W,berlin,2022,2022-09-25,38,8258
Peres Sisson #0398,ESP,W,berlin,2022,2022-09-25,39,8258
Peres Hassan #0027,ISR,W,berlin,2022,2022-09-25,40,8260
Roza Dibaba #0145,ETH,W,berlin,2022,2022-09-25,41,8261
Sara Cheruiyot #0249,GBR,W,berlin,2022,2022-09-25,42,8263
Aliphine Hassan #0313,KEN,W,berlin,2022,2022-09-25,43,8264
Tigist Salpeter #0323,CHN,W,berlin,2022,2022-09-25,44,8267
Lonnie Frey #0034,KEN,W,berlin,2022,2022-09-25,45,8268
Peres Sisson #0303,AUS,W,berlin,2022,2022-09-25,46,8275
Hiwot Frey #0266,RUS,W,berlin,2022,2022-09-25,47,8277
Tigist Hall #0003,ESP,W,berlin,2022,2022-09-25,48,8279
Vivian Kosgei #0123,ITA,W,berlin,2022,2022-09-25,49,8279
Molly Kiplagat #0233,ROU,W,berlin,2022,2022-09-25,50,8281
Joyciline Jepchirchir #0298,CZE,W,berlin,2022,2022-09-25,51,8283
Vivian Hassan #0136,BHR,W,berlin,2022,2022-09-25,52,8284
Sara Asefa #0348,ITA,W,berlin,2022,2022-09-25,53,8286
Keira Degefa #0104,JPN,W,berlin,2022,2022-09-25,54,8290
Yalemzerf Assefa #0356,ETH,W,berlin,2022,2022-09-25,55,8294
Tirunesh Jepchirchir #0314,JPN,W,berlin,2022,2022-09-25,56,8296
Sifan Diver #0031,CZE,W,berlin,2022,2022-09-25,57,8299
Lonnie Gemechu #0235,IRL,W,berlin,2022,2022-09-25,58,8304
Roza DAmato #0140,JPN,W,berlin,2022,2022-09-25,59,8305
Sifan Chepngetich #0344,ROU,W,berlin,2022,2022-09-25,60,8308
Tigist Chepngetich #0006,NED,W,berlin,2022,2022-09-25,61,8311
Sutume Frey #0216,JPN,W,berlin,2022,2022-09-25,62,8313
Lonnie DAmato #0269,CAN,W,berlin,2022,2022-09-25,63,8316
Joyciline Diver #0289,GBR,W,berlin,2022,2022-09-25,64,8316
Molly Yehualaw #0017,USA,W,berlin,2022,2022-09-25,65,8318
Mary Jepchirchir #0065,AUS,W,berlin,2022,2022-09-25,66,8318
Sifan Gidey #0347,CHN,W,berlin,2022,2022-09-25,67,8321
Lilian Jepkosgei #0128,ISR,W,berlin,2022,2022-09-25,68,8321
Worknesh Keitany #0209,USA,W,berlin,2022,2022-09-25,69,8324
Tigist Seidel #0264,IRL,W,berlin,2022,2022-09-25,70,8326
Sara Dibaba #0042,KEN,W,berlin,2022,2022-09-25,71,8332
Lilian Yehualaw #0049,RUS,W,berlin,2022,2022-09-25,72,8333
Tirunesh Chepkirui #0193,ROU,W,berlin,2022,2022-09-25,73,8335
Roza Hassan #0067,IRL,W,berlin,2022,2022-09-25,74,8337
Molly Sisson #0090,KEN,W,berlin,2022,2022-09-25,75,8337
Emily Jepchirchir #0283,ITA,W,berlin,2022,2022-09-25,76,8340
Molly Sisson #0019,ROU,W,berlin,2022,2022-09-25,77,8341
Florence Salpeter #0148,USA,W,berlin,2022,2022-09-25,78,8344
Florence Asefa #0155,USA,W,berlin,2022,2022-09-25,79,8347
Hellen Hassan #0237,CAN,W,berlin,2022,2022-09-25,80,8348
Letesenbet Keitany #0382,AUS,W,berlin,2022,2022-09-25,81,8349
Emily Yehualaw #0051,ISR,W,berlin,2022,2022-09-25,82,8351
Sutume Seidel #0161,ROU,W,berlin,2022,2022-09-25,83,8352
Brigid Jepchirchir #0337,ITA,W,berlin,2022,2022-09-25,84,8352
Sifan Cheruiyot #0315,ISR,W,berlin,2022,2022-09-25,85,8354
Mary Frey #0191,ESP,W,berlin,2022,2022-09-25,86,8354
Lonah Ndereba #0029,USA,W,berlin,2022,2022-09-25,87,8355
Eunice Tuliamuk #0271,CAN,W,berlin,2022,2022-09-25,88,8358
Hellen Kosgei #0383,CHN,W,berlin,2022,2022-09-25,89,8358
Molly Gemechu #0108,ITA,W,berlin,2022,2022-09-25,90,8358
Joyciline Asefa #0199,IRL,W,berlin,2022,2022-09-25,91,8359
Eunice Yehualaw #0333,GER,W,berlin,2022,2022-09-25,92,8359
Molly Degefa #0190,ETH,W,berlin,2022,2022-09-25,93,8360
Brigid Ayana #0230,AUS,W,berlin,2022,2022-09-25,94,8368
Joyciline Hassan #0147,BHR,W,berlin,2022,2022-09-25,95,8369
Sinead Frey #0364,AUS,W,berlin,2022,2022-09-25,96,8371
Aliphine DAmato #0327,BHR,W,berlin,2022,2022-09-25,97,8372
Molly Kiplagat #0192,RUS,W,berlin,2022,2022-09-25,98,8375
Sara Reichmann #0177,GER,W,berlin,2022,2022-09-25,99,8378
Letesenbet Hassan #0014,JPN,W,berlin,2022,2022-09-25,100,8378
Cam Levins #0377,GER,M,berlin,2023,2023-09-24,1,7325
Lelisa Abdi #0326,BRA,M,berlin,2023,2023-09-24,2,7389
Mohamed Cherop #0109,NOR,M,berlin,2023,2023-09-24,3,7408
Scott Robinson #0195,NOR,M,berlin,2023,2023-09-24,4,7422
Carlos Cherop #0298,NED,M,berlin,2023,2023-09-24,5,7449
Kenneth Kiptum #0228,NOR,M,berlin,2023,2023-09-24,6,7466
Eliud Mutai #0096,JPN,M,berlin,2023,2023-09-24,7,7469
Geoffrey Farah #0246,GER,M,berlin,2023,2023-09-24,8,7470
Tamirat Tola #0385,BLR,M,berlin,2023,2023-09-24,9,7480
Bashir Hailu #0384,ITA,M,berlin,2023,2023-09-24,10,7483
Lawrence Moen #0081,UGA,M,berlin,2023,2023-09-24,11,7492
Scott Abdi #0129,AUS,M,berlin,2023,2023-09-24,12,7496
Mosinet Sambu #0389,ETH,M,berlin,2023,2023-09-24,13,7501
Hiroto Kiptum #0383,ESP,M,berlin,2023,2023-09-24,14,7507
Hiroto Rupp #0113,UGA,M,berlin,2023,2023-09-24,15,7510
Lelisa Cherop #0207,ETH,M,berlin,2023,2023-09-24,16,7514
Eliud Kipchoge #0004,UGA,M,berlin,2023,2023-09-24,17,7516
Galen Fauble #0390,ESP,M,berlin,2023,2023-09-24,18,7517
Suguru Moen #0095,NOR,M,berlin,2023,2023-09-24,19,7518
Lemi Stanley #0076,ERI,M,berlin,2023,2023-09-24,20,7520
Yuki Levins #0142,JPN,M,berlin,2023,2023-09-24,21,7532
Birhanu Moen #0120,CAN,M,berlin,2023,2023-09-24,22,7532
Lelisa Hailu #0052,USA,M,berlin,2023,2023-09-24,23,7534
Sisay Bekele #0104,CAN,M,berlin,2023,2023-09-24,24,7537
Tamirat Robinson #0084,ITA,M,berlin,2023,2023-09-24,25,7540
Ayele Cherono #0281,NED,M,berlin,2023,2023-09-24,26,7545
Hiroto Abdi #0188,KEN,M,berlin,2023,2023-09-24,27,7551
Geoffrey Robinson #0016,NED,M,berlin,2023,2023-09-24,28,7554
Tamirat Adero #0304,BHR,M,berlin,2023,2023-09-24,29,7567
Lucas Lemma #0107,AUS,M,berlin,2023,2023-09-24,30,7567
Lelisa Desisa #0158,NED,M,berlin,2023,2023-09-24,31,7569
Jared Rupp #0070,GER,M,berlin,2023,2023-09-24,32,7569
Wilson Geremew #0135,KEN,M,berlin,2023,2023-09-24,33,7570
Carlos Cherop #0333,ETH,M,berlin,2023,2023-09-24,34,7572
Hiroto Hassan #0021,ETH,M,berlin,2023,2023-09-24,35,7573
Brett Hassan #0058,GER,M,berlin,2023,2023-09-24,36,7574
Galen Hassan #0106,NED,M,berlin,2023,2023-09-24,37,7575
Hiroto Rotich #0245,BHR,M,berlin,2023,2023-09-24,38,7576
Birhanu Cherono #0230,MAR,M,berlin,2023,2023-09-24,39,7576
Wilson Abdi #0211,GBR,M,berlin,2023,2023-09-24,40,7578
Mohamed Korir #0399,UGA,M,berlin,2023,2023-09-24,41,7584
Lelisa Desisa #0243,BLR,M,berlin,2023,2023-09-24,42,7591
Ayele Kipsang #0131,BHR,M,berlin,2023,2023-09-24,43,7592
Mohamed Rupp #0253,KEN,M,berlin,2023,2023-09-24,44,7592
Scott Cherop #0270,ERI,M,berlin,2023,2023-09-24,45,7596
Scott Moen #0024,NED,M,berlin,2023,2023-09-24,46,7596
Birhanu Desisa #0115,KEN,M,berlin,2023,2023-09-24,47,7598
Conner Bett #0054,CAN,M,berlin,2023,2023-09-24,48,7599
Ayele Robinson #0272,UGA,M,berlin,2023,2023-09-24,49,7604
Lelisa Kiptum #0144,ETH,M,berlin,2023,2023-09-24,50,7605
Mosinet Cherono #0358,KEN,M,berlin,2023,2023-09-24,51,7607
Sisay Tola #0335,AUS,M,berlin,2023,2023-09-24,52,7610
Wilson Moen #0235,MAR,M,berlin,2023,2023-09-24,53,7610
Kelvin Fauble #0352,UGA,M,berlin,2023,2023-09-24,54,7611
Kelvin Lemma #0231,ERI,M,berlin,2023,2023-09-24,55,7614
Brett Hassan #0159,USA,M,berlin,2023,2023-09-24,56,7617
Geoffrey Tola #0141,AUS,M,berlin,2023,2023-09-24,57,7620
Ayele Fauble #0208,JPN,M,berlin,2023,2023-09-24,58,7620
Kenneth Kipsang #0037,ERI,M,berlin,2023,2023-09-24,59,7621
Kibrom Fauble #0303,KEN,M,berlin,2023,2023-09-24,60,7624
Galen Bekele #0173,BLR,M,berlin,2023,2023-09-24,61,7624
Conner Adero #0020,GER,M,berlin,2023,2023-09-24,62,7628
Carlos Moen #0317,TZA,M,berlin,2023,2023-09-24,63,7631
Scott Cherono #0340,ERI,M,berlin,2023,2023-09-24,64,7631
Carlos Cherop #0044,MAR,M,berlin,2023,2023-09-24,65,7639
Mo Kipsang #0072,CAN,M,berlin,2023,2023-09-24,66,7642
Lemi Hassan #0301,ETH,M,berlin,2023,2023-09-24,67,7644
Mosinet Kiptum #0206,ETH,M,berlin,2023,2023-09-24,68,7648
Yuki Cherop #0049,GER,M,berlin,2023,2023-09-24,69,7651
Lawrence Kiptum #0204,BLR,M,berlin,2023,2023-09-24,70,7653
Lawrence Desisa #0071,MAR,M,berlin,2023,2023-09-24,71,7654
Lelisa Tola #0223,USA,M,berlin,2023,2023-09-24,72,7655
Kelvin Hailu #0382,BRA,M,berlin,2023,2023-09-24,73,7658
Kenneth Desisa #0236,ETH,M,berlin,2023,2023-09-24,74,7658
Conner Kandie #0342,GER,M,berlin,2023,2023-09-24,75,7660
Kenneth Sambu #0293,GER,M,berlin,2023,2023-09-24,76,7661
Mo Desisa #0033,MAR,M,berlin,2023,2023-09-24,77,7663
Yuki Levins #0363,NED,M,berlin,2023,2023-09-24,78,7668
Mosinet Korir #0163,FRA,M,berlin,2023,2023-09-24,79,7674
Galen Lopes #0145,KEN,M,berlin,2023,2023-09-24,80,7674
Tamirat Bekele #0174,USA,M,berlin,2023,2023-09-24,81,7676
Yuki Hassan #0277,GBR,M,berlin,2023,2023-09-24,82,7677
Ayele Cherono #0038,BLR,M,berlin,2023,2023-09-24,83,7677
Lawrence Levins #0017,GER,M,berlin,2023,2023-09-24,84,7679
Hiroto Adero #0332,GBR,M,berlin,2023,2023-09-24,85,7682
Lelisa Robinson #0097,ITA,M,berlin,2023,2023-09-24,86,7682
Lelisa Lemma #0060,CAN,M,berlin,2023,2023-09-24,87,7684
Conner Fauble #0086,ITA,M,berlin,2023,2023-09-24,88,7684
Jared Mutai #0336,ITA,M,berlin,2023,2023-09-24,89,7687
Kibrom Cherop #0319,FRA,M,berlin,2023,2023-09-24,90,7688
Lemi Robinson #0160,BLR,M,berlin,2023,2023-09-24,91,7689
Carlos Korir #0031,USA,M,berlin,2023,2023-09-24,92,7690
Stephen Mutai #0127,ERI,M,berlin,2023,2023-09-24,93,7691
Conner Geremew #0219,NOR,M,berlin,2023,2023-09-24,94,7693
Lemi Levins #0001,UGA,M,berlin,2023,2023-09-24,95,7697
Wilson Bett #0152,TZA,M,berlin,2023,2023-09-24,96,7700
Wilson Cherop #0170,UGA,M,berlin,2023,2023-09-24,97,7701
Lawrence Farah #0191,FRA,M,berlin,2023,2023-09-24,98,7702
Carlos Desisa #0289,UGA,M,berlin,2023,2023-09-24,99,7703
Geoffrey Stanley #0165,USA,M,berlin,2023,2023-09-24,100,7704
Sifan Diver #0031,CZE,W,berlin,2023,2023-09-24,1,7856
Lonnie Reichmann #0310,PRK,W,berlin,2023,2023-09-24,2,7929
Emily Seidel #0041,ETH,W,berlin,2023,2023-09-24,3,7943
Keira Degefa #0104,JPN,W,berlin,2023,2023-09-24,4,7954
Molly Kiplagat #0192,RUS,W,berlin,2023,2023-09-24,5,7993
Lonah Cheruiyot #0299,PRK,W,berlin,2023,2023-09-24,6,8006
Aliphine DAmato #0327,BHR,W,berlin,2023,2023-09-24,7,8011
Sifan Chepngetich #0344,ROU,W,berlin,2023,2023-09-24,8,8019
Emily Salpeter #0159,ESP,W,berlin,2023,2023-09-24,9,8026
Joyciline Jepchirchir #0298,CZE,W,berlin,2023,2023-09-24,10,8027
Molly Kiplagat #0233,ROU,W,berlin,2023,2023-09-24,11,8036
Aliphine Hassan #0313,KEN,W,berlin,2023,2023-09-24,12,8044
Keira Reichmann #0379,NED,W,berlin,2023,2023-09-24,13,8047
Keira Salpeter #0322,GER,W,berlin,2023,2023-09-24,14,8049
Worknesh Assefa #0244,ROU,W,berlin,2023,2023-09-24,15,8051
Worknesh Keitany #0316,ISR,W,berlin,2023,2023-09-24,16,8052
Peres Sisson #0234,ITA,W,berlin,2023,2023-09-24,17,8053
Sutume Hall #0318,CHN,W,berlin,2023,2023-09-24,18,8063
Roza Dibaba #0145,ETH,W,berlin,2023,2023-09-24,19,8064
Almaz Hall #0033,CAN,W,berlin,2023,2023-09-24,20,8065
Hiwot Frey #0266,RUS,W,berlin,2023,2023-09-24,21,8068
Lonah Ndereba #0029,USA,W,berlin,2023,2023-09-24,22,8073
Ruth Ayana #0335,GER,W,berlin,2023,2023-09-24,23,8077
Sinead Frey #0364,AUS,W,berlin,2023,2023-09-24,24,8079
Tigist Gidey #0158,ESP,W,berlin,2023,2023-09-24,25,8084
Florence Chepkirui #0146,JPN,W,berlin,2023,2023-09-24,26,8084
Mary Ndereba #0107,RUS,W,berlin,2023,2023-09-24,27,8088
Emily Gemechu #0197,CHN,W,berlin,2023,2023-09-24,28,8091
Roza Hassan #0083,NED,W,berlin,2023,2023-09-24,29,8102
Sutume Frey #0216,JPN,W,berlin,2023,2023-09-24,30,8102
Sifan Gidey #0347,CHN,W,berlin,2023,2023-09-24,31,8106
Sara Asefa #0348,ITA,W,berlin,2023,2023-09-24,32,8109
Tirunesh Kiplagat #0124,ISR,W,berlin,2023,2023-09-24,33,8110
Brigid Tuliamuk #0325,BHR,W,berlin,2023,2023-09-24,34,8110
Joyciline Asefa #0199,IRL,W,berlin,2023,2023-09-24,35,8112
Tigist Seidel #0264,IRL,W,berlin,2023,2023-09-24,36,8113
Emily Sisson #0187,CAN,W,berlin,2023,2023-09-24,37,8113
Sifan Jepkosgei #0111,BHR,W,berlin,2023,2023-09-24,38,8115
Mary Gidey #0390,BHR,W,berlin,2023,2023-09-24,39,8116
Tigist Hall #0003,ESP,W,berlin,2023,2023-09-24,40,8117
Tigist Yehualaw #0232,KEN,W,berlin,2023,2023-09-24,41,8118
Hellen Dibaba #0221,POL,W,berlin,2023,2023-09-24,42,8122
Almaz Gemechu #0280,PRK,W,berlin,2023,2023-09-24,43,8124
Yalemzerf Dereje #0180,GBR,W,berlin,2023,2023-09-24,44,8127
Sifan Cheruiyot #0315,ISR,W,berlin,2023,2023-09-24,45,8128
Emily Hassan #0387,JPN,W,berlin,2023,2023-09-24,46,8142
Brigid Hall #0129,POL,W,berlin,2023,2023-09-24,47,8143
Joyciline Hassan #0147,BHR,W,berlin,2023,2023-09-24,48,8145
Lonnie Gemechu #0235,IRL,W,berlin,2023,2023-09-24,49,8147
Sara Reichmann #0177,GER,W,berlin,2023,2023-09-24,50,8148
Sutume Gidey #0185,PRK,W,berlin,2023,2023-09-24,51,8149
Tirunesh Jepkosgei #0258,NED,W,berlin,2023,2023-09-24,52,8149
Vivian Gemechu #0121,GBR,W,berlin,2023,2023-09-24,53,8152
Molly Degefa #0190,ETH,W,berlin,2023,2023-09-24,54,8153
Lilian Yehualaw #0103,PRK,W,berlin,2023,2023-09-24,55,8156
Yalemzerf Diver #0030,CZE,W,berlin,2023,2023-09-24,56,8157
Mary Cheruiyot #0071,NED,W,berlin,2023,2023-09-24,57,8157
Letesenbet Seidel #0252,CZE,W,berlin,2023,2023-09-24,58,8157
Lonnie DAmato #0269,CAN,W,berlin,2023,2023-09-24,59,8158
Florence Jepchirchir #0308,AUS,W,berlin,2023,2023-09-24,60,8163
Lilian Yehualaw #0049,RUS,W,berlin,2023,2023-09-24,61,8169
Lonnie Gidey #0360,ISR,W,berlin,2023,2023-09-24,62,8170
Lonah Diver #0214,JPN,W,berlin,2023,2023-09-24,63,8178
Vivian Kosgei #0123,ITA,W,berlin,2023,2023-09-24,64,8179
Mary Hassan #0149,ESP,W,berlin,2023,2023-09-24,65,8180
Sara Cheruiyot #0249,GBR,W,berlin,2023,2023-09-24,66,8181
Almaz Kiplagat #0399,KEN,W,berlin,2023,2023-09-24,67,8181
Tirunesh Chepkirui #0193,ROU,W,berlin,2023,2023-09-24,68,8190
Yalemzerf Hassan #0182,NED,W,berlin,2023,2023-09-24,69,8192
Keira Sisson #0247,CZE,W,berlin,2023,2023-09-24,70,8193
Vivian Obiri #0079,GER,W,berlin,2023,2023-09-24,71,8193
Roza Hassan #0067,IRL,W,berlin,2023,2023-09-24,72,8197
Molly Yehualaw #0017,USA,W,berlin,2023,2023-09-24,73,8198
Ruth Sisson #0218,NED,W,berlin,2023,2023-09-24,74,8200
Roza Hassan #0032,CHN,W,berlin,2023,2023-09-24,75,8200
Hellen Kosgei #0383,CHN,W,berlin,2023,2023-09-24,76,8201
Yalemzerf Cheruiyot #0260,CHN,W,berlin,2023,2023-09-24,77,8206
Sifan Jepchirchir #0282,GER,W,berlin,2023,2023-09-24,78,8206
Sutume Asefa #0265,CAN,W,berlin,2023,2023-09-24,79,8211
